Number of documents in corpus,Document ID,Document,Number of Sentences in Document,Number of Words in Document,Number of Syllables in Document,Word1,Frequency1,Word2,Frequency2,Word3,Frequency3,Word4,Frequency4,Word5,Frequency5,Word6,Frequency6,Word7,Frequency7,Word8,Frequency8,Word9,Frequency9,Word10,Frequency10,Word11,Frequency11,Word12,Frequency12,Word13,Frequency13,Word14,Frequency14,Word15,Frequency15,Word16,Frequency16,Word17,Frequency17,Word18,Frequency18,Word19,Frequency19,Word20,Frequency20
987,911,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.51-CHIEF_INFORMATION_OFFICER.txt"")",16,138,220,",",20,Ord.,13,;,12,§,10,1,9,CHIEF,4,.,4,(,4,),4,INFO,4,INFORMATION,3,OFFICER,3,CIO,3,6,3,2011,3,§§,3,18,3,2010,3,-,2,NO,2
987,912,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.52-DEPARTMENT_OF_MEDICAL_EXAMINER-CORONER.txt"")",28,514,902,",",47,1,46,Ord.,25,;,24,II,16,§§,15,I,12,2,11,SENIOR,10,§,10,3,9,FORENSIC,8,PHYSICIAN,8,),7,13,7,2010,7,-,6,CLERK,6,CHIEF,6,CORONER,6
987,913,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.53-DEPARTMENT_OF_CHILDREN_AND_FAMILY_SERVICES.txt"")",78,1515,2608,",",121,1,61,Ord.,60,;,55,§§,35,II,27,III,25,§,25,SERVICES,23,I,21,3,19,.,18,WORKER,18,-,17,the,17,ASSISTANT,16,(,16,),16,of,16,4,15
987,914,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.55-CHILD_SUPPORT_SERVICES_DEPARTMENT.txt"")",53,1109,1759,",",84,1,42,the,32,Ord.,30,;,27,II,22,SUPPORT,21,(,18,),18,.,17,§§,17,CHILD,16,2,16,III,14,of,14,to,14,§,13,I,12,ASSISTANT,12,Support,12
987,915,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.58-DEPARTMENT_OF_COMMUNITY_AND_SENIOR_SERVICES.txt"")",44,847,1443,",",55,1,48,Ord.,33,;,30,II,25,SERVICES,22,COMMUNITY,21,III,18,I,17,§,17,2,16,§§,16,3,14,ANALYST,14,SENIOR,13,ASSISTANT,13,(,11,),11,HUMAN,11,SECRETARY,11
987,916,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.60-DEPARTMENT_OF_CONSUMER_AFFAIRS.txt"")",22,283,462,",",23,Ord.,19,1,18,;,18,CONSUMER,16,AFFAIRS,16,§,13,REPRESENTATIVE,9,II,8,2,8,I,8,§§,6,2010,5,2007,5,OF,4,.,4,ASSISTANT,4,WORKER,4,-,3,III,3
987,917,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.64-COUNTY_COUNSEL.txt"")",74,1430,2418,",",88,the,55,1,40,Ord.,34,;,34,.,31,to,28,of,24,in,23,§,20,County,20,this,19,II,17,that,17,be,16,shall,16,COUNSEL,15,SENIOR,15,for,15,compensation,15
987,918,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.70-DISTRICT_ATTORNEY.txt"")",96,2119,3600,",",142,1,93,the,60,Ord.,47,;,45,of,34,DA,32,.,31,ASSISTANT,31,),30,2,28,II,27,(,25,§§,25,I,24,SENIOR,23,to,23,§,22,DISTRICT,19,in,19
987,919,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.76-FIRE_DEPARTMENT.txt"")",289,5471,8897,",",425,1,195,the,157,Ord.,142,;,142,of,116,.,104,),86,(,85,in,84,§,82,FIRE,77,2,68,§§,60,3,57,shall,50,SENIOR,49,ASSISTANT,47,II,45,and,45
987,920,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.77-DEPARTMENT_OF_PUBLIC_HEALTH.txt"")",168,4806,8390,1,306,",",296,Ord.,133,II,129,2,126,;,125,HEALTH,117,I,111,ANALYST,94,SENIOR,88,§§,75,3,67,ASSISTANT,62,III,61,§,57,PUBLIC,48,PROGRAM,48,4,46,SYSTEMS,42,5,39
987,921,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.78-DEPARTMENT_OF_HEALTH_SERVICES.txt"")",487,14410,25075,",",811,1,749,II,330,Ord.,314,;,310,I,302,2,284,§§,219,the,176,3,174,SENIOR,155,),144,.,135,of,133,ASSISTANT,132,NURSE,129,TECHNICIAN,127,SUPERVISOR,127,4,126,WORKER,121
987,922,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.80-DEPARTMENT_OF_HUMAN_RESOURCES.txt"")",33,440,710,",",47,Ord.,30,;,29,1,21,§§,17,HUMAN,14,RESOURCES,14,§,13,ANALYST,12,SENIOR,11,II,10,2,8,2010,8,ASSISTANT,7,PERSONNEL,7,SECRETARY,7,ADMINISTRATIVE,6,),6,I,6,MANAGER,6
987,923,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.81-INTERNAL_SERVICES_DEPARTMENT.txt"")",66,1700,2981,",",129,1,73,Ord.,54,;,53,§§,33,SYSTEMS,30,2,29,II,27,3,25,MANAGER,25,SUPERVISOR,24,ANALYST,24,ISD,22,§,22,I,21,SENIOR,21,8,20,&,19,ASSISTANT,18,4,18
987,924,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.86-DEPARTMENT_OF_MENTAL_HEALTH.txt"")",93,2279,3858,",",167,1,105,II,65,;,63,Ord.,62,HEALTH,49,MENTAL,44,§§,42,2,41,I,41,SENIOR,29,III,27,WORKER,27,the,27,ANALYST,26,of,26,ASSISTANT,24,§,22,3,20,.,19
987,925,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.88-DEPARTMENT_OF_MILITARY_AND_VETERANS_AFFAIRS.txt"")",31,296,474,",",29,Ord.,17,1,14,;,14,§,13,.,11,(,9,),9,VETERANS,8,2006,7,ASSISTANT,6,I,6,of,6,-,5,2,5,ADMINISTRATIVE,4,CLAIMS,4,§§,4,the,4,AFFAIRS,3
987,926,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.90-DEPARTMENT_OF_MUSEUM_OF_ART.txt"")",9,151,261,",",21,1,12,OF,10,MUSEUM,10,ART,9,Ord.,6,;,5,.,4,3,4,II,3,4,3,),3,PAINTER,3,SENIOR,3,§,3,§§,3,2012,3,-,2,NO,2,CARPENTER,2
987,927,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.92-DEPARTMENT_OF_MUSEUM_OF_NATURAL_HISTORY.txt"")",23,308,525,",",26,1,11,Ord.,11,the,11,.,9,;,9,§,8,of,8,OF,6,(,6,),6,NATURAL,5,HISTORY,5,chief,5,in,5,MUSEUM,4,2006,4,executive,4,officer,4,a,4
987,928,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_6-SALARIES-Division_3-DEPARTMENTAL_PROVISIONS-Chapter_6.94-DEPARTMENT_OF_PARKS_AND_RECREATION.txt"")",124,2707,4562,",",155,1,93,the,63,;,55,Ord.,51,.,50,of,42,in,40,2,39,shall,32,§§,27,§,25,to,25,that,25,and,24,&,23,(,23,),23,a,23,I,22
987,929,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-APPENDIX_1-CROSS_REFERENCE_TABLE_FOR_ORDINANCE_5860.txt"")",847,2448,2737,Article,104,Repealed,28,by,28,Chapter,25,92-0132,25,1,24,2,21,3,18,4,13,5,10,6,7,7,6,9,5,8,4,7.58.010,4,5860,3,10,3,11,3,12,3,13,3
987,930,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_1-GENERAL_LICENSING_PROCEDURES-Chapter_7.02-DEFINITIONS_AND_INTERPRETATIONS_OF_TERMS.txt"")",119,1919,2940,",",247,.,127,"""",90,or,86,Ord.,71,§,71,the,65,),64,(,63,1,59,of,58,and,47,2,47,-,45,5860,44,Ch.,39,Art.,39,1951,39,:,32,a,31
987,931,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_1-GENERAL_LICENSING_PROCEDURES-Chapter_7.04-GENERAL_REQUIREMENTS.txt"")",205,3205,4847,",",223,the,179,.,158,of,107,or,84,Ord.,82,§,82,1,77,to,75,(,72,),72,and,68,a,67,in,58,license,57,shall,53,any,49,such,49,:,48,by,46
987,932,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_1-GENERAL_LICENSING_PROCEDURES-Chapter_7.06-APPLICATIONS,_RENEWALS,_TRANSFERS.txt"")",292,3788,5777,",",306,the,233,.,170,§,133,Ord.,132,of,128,:,103,to,89,license,85,(,85,),85,1,84,or,77,a,71,for,63,in,55,part,53,;,51,and,49,Section,49
987,933,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_1-GENERAL_LICENSING_PROCEDURES-Chapter_7.08-DENIAL_OR_REVOCATION_CONDITIONS.txt"")",245,4192,6519,",",360,or,225,the,203,of,146,.,137,Ord.,111,§,110,license,109,to,96,a,95,any,88,in,88,:,86,(,84,),84,part,55,1,54,and,44,such,43,by,42
987,934,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_1-GENERAL_LICENSING_PROCEDURES-Chapter_7.10-HEARINGS.txt"")",256,4332,6607,",",321,the,283,.,186,of,148,§,128,Ord.,127,),113,(,112,to,111,or,107,:,92,a,81,shall,78,and,77,part,70,commission,69,license,62,in,62,be,62,hearing,59
987,935,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_1-GENERAL_LICENSING_PROCEDURES-Chapter_7.12-APPEALS.txt"")",34,762,1236,the,80,of,44,",",42,.,30,license,27,and,22,or,18,shall,16,business,16,commission,16,to,15,-,13,appeals,13,officer,13,2005,12,appeal,11,by,11,such,10,be,9,executive,9
987,936,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_1-GENERAL_LICENSING_PROCEDURES-Chapter_7.14-LICENSE_FEES*.txt"")",215,1666,2485,.,156,",",96,1,55,the,53,Ord.,49,§,49,:,36,license,30,2,29,of,29,to,26,a,26,131.00,22,—,21,or,20,175.00,16,fee,16,(,14,),14,60.00,14
987,937,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.16-AMBULANCES*.txt"")",604,10454,17487,the,660,",",582,of,490,.,449,and,280,or,245,to,239,Ord.,181,§,181,:,176,),174,(,166,a,150,shall,141,for,131,in,125,ambulance,119,operator,108,any,100,by,97
987,938,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.17-AMBULETTES.txt"")",212,3661,6101,the,235,",",232,of,182,.,157,and,115,or,92,to,81,a,65,shall,55,ambulette,52,by,44,Ord.,44,§,44,),44,in,40,for,39,(,38,be,37,an,37,license,37
987,939,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.18-BILLIARD_ROOMS.txt"")",73,1092,1551,",",94,or,64,Ord.,42,§,41,.,40,the,40,(,40,),40,billiard,33,:,31,to,29,part,29,of,26,is,18,in,17,public,17,club,16,any,16,—,16,-,15
987,940,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.20-BINGO.txt"")",376,4810,7098,",",344,the,264,.,230,of,187,),179,Ord.,170,§,170,(,167,:,131,1,120,part,110,and,109,to,107,shall,90,or,87,in,79,be,73,a,68,bingo,67,-,61
987,941,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.22-CARD_AND_GAME_CLUBS.txt"")",66,737,1003,",",68,.,40,(,34,Ord.,34,),34,§,33,or,31,:,24,part,24,of,23,the,22,3,19,club,18,card,18,game,18,1,16,-,14,a,12,10956,12,1974,12
987,942,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.24-CHARITABLE_SOLICITATIONS.txt"")",326,6733,10967,",",483,the,385,or,304,of,301,.,253,any,155,to,153,and,121,such,117,in,113,(,110,Ord.,110,),110,§,109,by,99,a,97,for,97,commission,89,shall,80,:,78
987,943,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.25-CIRCUSES_AND_CARNIVALS.txt"")",156,2600,4275,",",202,the,159,or,128,of,111,.,107,),79,to,64,and,57,(,55,§,54,Ord.,52,concession,50,carnival,41,a,40,in,37,circus,37,license,37,-,36,be,36,shall,35
987,944,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.26-COLD_STORAGE_WAREHOUSES.txt"")",19,251,389,",",22,.,15,or,9,of,8,(,8,),8,a,7,Ord.,7,food,6,and,6,not,6,§,6,-,5,:,5,in,5,for,5,"""",4,any,4,storing,4,articles,4
987,945,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.28-COMMERCIAL_VEHICLES*.txt"")",30,494,689,",",49,Ord.,18,or,17,a,17,§,17,:,16,in,15,and,15,(,15,),15,.,14,part,13,any,11,the,11,of,11,vehicle,10,tow,9,truck,8,1,8,which,7
987,946,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.30-DANCES*.txt"")",507,6624,9484,",",510,.,305,Ord.,268,§,268,the,268,(,244,),244,of,210,:,203,part,167,or,161,a,137,to,119,and,110,in,108,license,96,dance,94,-,91,shall,84,any,83
987,947,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.32-DEMONSTRATORS.txt"")",20,223,321,.,13,",",12,the,10,A,9,of,7,:,6,for,6,demonstration,6,a,6,to,5,or,5,(,5,Ord.,5,§,5,),5,school,5,person,4,any,4,license,4,in,4
987,948,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.36-ENTERTAINMENT_LICENSES.txt"")",271,3688,5623,",",262,.,165,the,162,of,126,Ord.,122,§,122,(,113,),113,or,98,:,86,to,84,in,83,part,73,and,66,a,62,be,56,any,55,this,53,-,49,is,49
987,949,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.38-ESCORT_BUREAUS.txt"")",88,1134,1716,",",73,.,66,the,56,of,49,or,39,Ord.,32,§,31,to,28,escort,22,(,21,),21,shall,21,:,20,and,20,-,19,2,19,any,19,a,17,5860,17,Ch.,17
987,950,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.40-FIRE_AND_CLOSING-OUT_SALES.txt"")",113,2209,3319,",",222,the,128,"""",94,of,91,.,76,sale,75,to,67,or,63,in,54,and,54,Ord.,46,§,45,(,40,),40,such,39,any,35,:,34,a,32,shall,32,be,31
987,951,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.42-FUNERAL_ESCORTS.txt"")",53,701,1066,",",60,.,29,the,28,Ord.,28,§,28,(,26,),26,:,22,of,21,1,21,or,19,part,18,a,16,and,16,in,14,to,13,funeral,12,shall,11,any,11,escort,10
987,952,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.44-GROWTH_CENTERS.txt"")",25,310,457,",",21,the,16,.,15,of,14,or,11,Ord.,9,in,8,(,8,§,8,),8,:,7,this,6,a,6,1,6,-,5,shall,5,"""",4,any,4,not,4,such,4
987,953,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.46-GUN_DEALERS.txt"")",89,1465,2237,",",123,the,70,.,68,of,68,or,44,to,42,dealer,36,gun,34,and,33,Ord.,27,§,26,(,25,a,25,),25,shall,24,in,21,:,19,any,19,by,18,be,17
987,954,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.47-HEALTH_CLUBS.txt"")",61,775,1139,",",65,.,49,of,26,and,25,(,24,Ord.,24,§,24,),24,the,20,shall,19,a,18,:,17,be,16,for,15,-,13,2,13,3,13,in,12,12230,12,part,12
987,955,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.48-HOG_RANCHES.txt"")",27,415,643,",",40,the,29,and,18,.,17,of,13,(,12,Ord.,12,§,12,),12,to,11,county,8,or,7,shall,7,part,7,veterinarian,7,-,6,a,6,for,6,hogs,6,1,6
987,956,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.50-HOUSING.txt"")",34,400,551,",",37,Ord.,20,§,20,.,16,or,16,(,16,),16,:,15,a,14,part,13,the,12,license,11,house,8,in,8,to,7,of,7,1,7,this,6,shall,6,-,5
987,957,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.52-IDENTIFICATION_CARD_PREPARATION.txt"")",42,570,872,",",45,.,25,the,25,or,18,of,18,Ord.,18,§,18,(,16,),16,card,15,any,14,:,13,shall,12,to,12,identification,12,part,10,-,8,person,8,by,8,for,7
987,958,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.54-MASSAGE.txt"")",175,2708,4116,",",229,.,130,the,111,of,109,or,91,),84,(,83,Ord.,80,§,80,and,61,:,58,1,53,part,53,massage,51,shall,50,a,49,any,44,to,42,in,41,be,41
987,959,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.55-MEDICAL_MARIJUANA_DISPENSARIES.txt"")",165,3072,5259,the,157,.,156,",",147,of,138,or,92,and,88,-,81,to,75,),75,(,68,2006,66,any,62,a,59,shall,56,marijuana,54,dispensary,49,this,46,be,42,medical,39,part,38
987,960,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.56-MODEL_STUDIOS.txt"")",111,1333,1957,",",112,.,69,Ord.,56,the,55,§,55,or,53,(,52,),52,of,42,:,41,part,36,15,34,a,26,shall,26,1969,25,to,23,model,20,studio,20,-,19,any,18
987,961,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.58-MOTOR_VEHICLE_REPAIRERS.txt"")",102,1091,1545,",",98,.,67,Ord.,48,§,47,:,39,(,38,),38,of,37,the,35,a,30,or,30,part,26,and,22,motor,21,in,18,2,18,shall,17,;,16,vehicle,14,3,14
987,962,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.60-OUTDOOR_FESTIVALS.txt"")",233,3975,6042,",",267,the,248,.,180,of,162,and,110,or,98,(,84,),84,Ord.,79,§,79,to,70,shall,63,festival,60,:,52,outdoor,52,in,52,for,49,-,45,by,45,part,44
987,963,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.62-PEDDLERS_AND_SOLICITORS.txt"")",115,1724,2712,",",150,the,81,of,74,or,72,.,65,Ord.,42,§,42,in,38,:,31,any,30,a,30,to,29,(,27,),27,and,25,-,23,not,22,this,21,for,21,person,20
987,964,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.64-PICTURE_ARCADES.txt"")",115,1258,1776,",",96,.,65,§,64,Ord.,63,(,57,),57,:,47,of,38,part,38,the,37,or,35,shall,28,-,23,3,23,to,21,16,21,a,20,1965,20,5860,20,Ch.,20
987,965,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.66-PINBALL_MACHINES.txt"")",22,483,739,",",54,or,34,of,32,any,23,.,21,the,14,machine,11,such,9,"""",8,a,8,for,8,to,8,-,7,in,7,is,7,by,7,and,7,this,6,chapter,6,(,6
987,966,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.70-PRIVATE_SCHOOLS.txt"")",46,902,1331,",",64,of,55,the,49,.,35,or,33,a,20,to,19,in,18,offense,16,(,16,),16,and,15,Ord.,15,§,14,;,13,Section,13,:,12,school,11,any,11,license,11
987,967,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.72-PUBLIC_EATING_PLACES.txt"")",28,434,623,",",48,or,23,Ord.,16,§,16,:,13,.,13,(,13,),13,the,12,of,10,public,9,part,9,and,8,other,8,are,8,to,7,-,6,eating,6,place,6,in,6
987,968,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.74-REBOUND_TUMBLING_CENTERS_AND_OTHER_AMUSEMENT_DEVICES.txt"")",104,1574,2422,",",92,.,79,the,60,of,53,a,47,tumbling,40,and,36,(,36,Ord.,36,),36,§,35,or,33,center,30,shall,30,:,26,to,26,-,23,rebound,23,for,23,in,22
987,969,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.76-SALE_OF_SECONDHAND_GOODS.txt"")",230,4001,5933,",",368,the,182,or,170,.,161,of,154,(,99,),99,Ord.,96,§,93,in,90,-,89,and,82,to,77,:,63,any,63,7,57,by,56,a,53,part,52,5860,47
987,970,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.78-SOUND_AND_ADVERTISING_VEHICLES.txt"")",139,1820,2773,",",155,or,91,.,87,the,73,Ord.,64,§,63,(,62,),62,of,61,:,47,part,42,any,41,vehicle,39,-,35,to,31,sound,27,11,25,for,24,a,24,shall,24
987,971,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_7-BUSINESS_LICENSES-Division_2-SPECIFIC_BUSINESSES-Chapter_7.80-TAXICABS_AND_WATER_TAXIS.txt"")",533,8299,13583,",",514,the,463,.,369,of,363,and,201,Ord.,187,§,186,taxicab,184,),177,(,169,to,168,a,158,or,148,in,144,:,139,1,133,license,132,shall,130,for,109,part,97
